title,link,price,rating,MRP,Reviews_count,discount_percentage,Delivery,delivery_date,image
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MTQ4MjMwNzQ5OTczNzkzOjE3MjY4NDQ1OTk6c3BfbXRmOjMwMDMzODUxNDY4ODEzMjo6MDo6&url=%2FLenovo-V15-i5-1235U-Windows-82TTA07RIH%2Fdp%2FB0DDY3SG2G%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1726844599%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"44,990",N/A,"92,014",N/A,51% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MTQ4MjMwNzQ5OTczNzkzOjE3MjY4NDQ1OTk6c3BfbXRmOjMwMDE2NTM3MDM0NjIzMjo6MDo6&url=%2FLenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN%2Fdp%2FB0CY2LDT1S%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1726844599%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,09,990",4.5 out of 5 stars,"1,46,890",44,25% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/618ac7UaMrL._AC_UY218_.jpg
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDMyNTMwOTIyMDY5MDU3OjE3MjY4NDQ1OTk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTA3NDQwMDY5MTk4OjowOjo&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D1895KSWNLJ6QB%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.61nEkxiaGDHjMKdGdlvZvr-k49RfV6Dm1l4hased_JQecRGolHVGwEnLz9QIjsmznKm8-5n2usQGY4kevMejHA.LCOqQ-6QByx6lQ_ejYM1h4ne4_DgzVKQzD-grw2onvc%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB09MM58Y7Q%26pd_rd_r%3Db6658f79-7872-41ce-bd0f-6b00f3085c16%26pd_rd_w%3DpJ7T5%26pd_rd_wg%3DQa4KY%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHWT76JW9XNGZ6KEAHRT2%26qid%3D1726844599%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"36,990",4.0 out of 5 stars,"55,090","2,225",33% off,N/A,N/A,https://m.media-amazon.com/images/I/71xHNSCyRsL._AC_UL320_.jpg
"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDMyNTMwOTIyMDY5MDU3OjE3MjY4NDQ1OTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI4MTczODczNTUzMjo6MTo6&url=%2FASUS-Vivobook-i3-1315U-Fingerprint-X1504VA-NJ324WS%2Fdp%2FB0BRY19K7R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D1895KSWNLJ6QB%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.61nEkxiaGDHjMKdGdlvZvr-k49RfV6Dm1l4hased_JQecRGolHVGwEnLz9QIjsmznKm8-5n2usQGY4kevMejHA.LCOqQ-6QByx6lQ_ejYM1h4ne4_DgzVKQzD-grw2onvc%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0BRY19K7R%26pd_rd_r%3Db6658f79-7872-41ce-bd0f-6b00f3085c16%26pd_rd_w%3DpJ7T5%26pd_rd_wg%3DQa4KY%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHWT76JW9XNGZ6KEAHRT2%26qid%3D1726844599%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"38,990",4.2 out of 5 stars,"57,990",132,33% off,N/A,N/A,https://m.media-amazon.com/images/I/71vs6O-H99L._AC_UL320_.jpg
"HP 15s 12th Gen Intel Core i5, 15/6inch (39.6 cm), 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, Backlit Kb, (Win 11 Home, Natural Silver, 1.69kg), fq5202TU / fq5329TU  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDMyNTMwOTIyMDY5MDU3OjE3MjY4NDQ1OTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDAyMjQyNjUzMjo6Mjo6&url=%2FHP-Graphics-Backlit-fq5202TU-fq5329TU%2Fdp%2FB0CJM5Z6FY%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D1895KSWNLJ6QB%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.61nEkxiaGDHjMKdGdlvZvr-k49RfV6Dm1l4hased_JQecRGolHVGwEnLz9QIjsmznKm8-5n2usQGY4kevMejHA.LCOqQ-6QByx6lQ_ejYM1h4ne4_DgzVKQzD-grw2onvc%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CJM5Z6FY%26pd_rd_r%3Db6658f79-7872-41ce-bd0f-6b00f3085c16%26pd_rd_w%3DpJ7T5%26pd_rd_wg%3DQa4KY%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHWT76JW9XNGZ6KEAHRT2%26qid%3D1726844599%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"47,900",4.2 out of 5 stars,"62,963",157,24% off,N/A,N/A,https://m.media-amazon.com/images/I/71ftPbS+PIL._AC_UL320_.jpg
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDMyNTMwOTIyMDY5MDU3OjE3MjY4NDQ1OTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIyNDI2MzYwMTQzMjo6Mzo6&url=%2FLenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN%2Fdp%2FB0D6NCVQZQ%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D1895KSWNLJ6QB%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.61nEkxiaGDHjMKdGdlvZvr-k49RfV6Dm1l4hased_JQecRGolHVGwEnLz9QIjsmznKm8-5n2usQGY4kevMejHA.LCOqQ-6QByx6lQ_ejYM1h4ne4_DgzVKQzD-grw2onvc%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D6NCVQZQ%26pd_rd_r%3Db6658f79-7872-41ce-bd0f-6b00f3085c16%26pd_rd_w%3DpJ7T5%26pd_rd_wg%3DQa4KY%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHWT76JW9XNGZ6KEAHRT2%26qid%3D1726844599%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"64,990",4.0 out of 5 stars,"85,390",510,24% off,N/A,N/A,https://m.media-amazon.com/images/I/81epBowa4UL._AC_UL320_.jpg
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDMyNTMwOTIyMDY5MDU3OjE3MjY4NDQ1OTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDExOTk5NDQ1NzAzMjo6NDo6&url=%2FAcer-i5-13420H-Graphics-Display-ANV15-51%2Fdp%2FB0CQP1T2VW%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D1895KSWNLJ6QB%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.61nEkxiaGDHjMKdGdlvZvr-k49RfV6Dm1l4hased_JQecRGolHVGwEnLz9QIjsmznKm8-5n2usQGY4kevMejHA.LCOqQ-6QByx6lQ_ejYM1h4ne4_DgzVKQzD-grw2onvc%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CQP1T2VW%26pd_rd_r%3Db6658f79-7872-41ce-bd0f-6b00f3085c16%26pd_rd_w%3DpJ7T5%26pd_rd_wg%3DQa4KY%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHWT76JW9XNGZ6KEAHRT2%26qid%3D1726844599%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"69,990",4.0 out of 5 stars,"87,999",519,20% off,N/A,N/A,https://m.media-amazon.com/images/I/617LlEbpkTL._AC_UL320_.jpg
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN  ",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6009LIN/dp/B0D6Z2H2HR/ref=sr_1_13?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-13,"23,990",3.8 out of 5 stars,"42,590",200,44% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/712vCLbaXGL._AC_UY218_.jpg
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_14?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-14,"34,990",3.9 out of 5 stars,"56,999",600,39% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/513p8BwV-RL._AC_UY218_.jpg
"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS  ",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_15?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-15,"24,990",3.9 out of 5 stars,"37,990","1,678",34% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/71rFlqSQ5NL._AC_UY218_.jpg
"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_16?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-16,"62,990",4.6 out of 5 stars,"92,900","4,861",32% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/71jG+e7roXL._AC_UY218_.jpg
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ",https://amazon.in//Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_17?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-17,"64,990",4.0 out of 5 stars,"85,390",510,24% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/81epBowa4UL._AC_UY218_.jpg
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_18?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-18,"20,990",3.5 out of 5 stars,"30,999",43,32% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/61qlqvTsocL._AC_UY218_.jpg
"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), eq2182AU  ",https://amazon.in//HP-15-6-inches-Micro-Edge-Anti-Glare-15s-eq2182AU/dp/B0B4N77Y34/ref=sr_1_19?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-19,"42,990",4.0 out of 5 stars,"59,109",669,27% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/71z1GAqq1uL._AC_UY218_.jpg
"Dell [Smartchoice]15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/ 8GB + 512GB SSD/Intel UHD Graphics/15""(38 cm)FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Black/1.48kg  ",https://amazon.in//Dell-Smartchoice-i3-1215U-Processor-Spill-Resistant/dp/B0BQJ68HHC/ref=sr_1_20?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0&dib_tag=se&keywords=laptop&qid=1726844599&sprefix=laptop%2Caps%2C349&sr=8-20,"35,990",3.8 out of 5 stars,"47,876",661,25% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/51V2OoArdZL._AC_UY218_.jpg
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MTQ4MjMwNzQ5OTczNzkzOjE3MjY4NDQ1OTk6c3BfYnRmOjMwMDMxNDM3NTYzNzEzMjo6MDo6&url=%2FLenovo-ThinkBook-35-56cm-Antiglare-21KG00AFIN%2Fdp%2FB0CQRK9JBC%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1726844599%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"43,990",4.4 out of 5 stars,"75,600",12,42% off,FREE delivery,"Tue, 24 Sept",https://m.media-amazon.com/images/I/51YENGFIHvL._AC_UY218_.jpg
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1 Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83ER008DIN  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MTQ4MjMwNzQ5OTczNzkzOjE3MjY4NDQ1OTk6c3BfYnRmOjMwMDEwMzQ5ODU4NjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN%2Fdp%2FB0CNVH114V%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.wVhxbhKKvcRGLwLgfXaU52PKyzh7tphS0OWmG-m-2cnVHmzzbvjV-Zp2f7XwywV4bXU84j9fcSgNH9y8M0NyWDSSuQw20qAPycblEMvou6crnVgYgaJLS9KkwTg4ZbGUq5UMNKAEwexQ_0YQAamCQmrj6VuRGEplhRIrU0LlEI0FnPu1ubbaWjfVX-O36wbDggFeVWHel6gbFTJHDLHsFmMf_kT0naiD68nq8hT8t6A.vDHBe_fsPttDS9JtnrbqZ1WIc-bM60nJpHBUwilrod0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1726844599%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"53,750",3.9 out of 5 stars,"75,490",462,29% off,FREE delivery,"Sun, 22 Sept",https://m.media-amazon.com/images/I/61ETzOFp2KL._AC_UY218_.jpg
