title,link,price
"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG  ",https://amazon.in//Acer-Graphics-Win11Home-A515-58GM-Fingerprint/dp/B0D1G7B66L/ref=sr_1_169?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-169,"55,990"
"Lenovo ThinkBook 15 G5 Ryzen 7 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA02LIN  ",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JFA02LIN/dp/B0CWMG9N7W/ref=sr_1_170?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-170,"47,910"
"HP OMEN Gaming Laptop, Intel Core i7-13700HX, 6GB RTX 3050 GPU, 16.1-inch (40.9 cm), 95W TGP, FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 512GB SSD, RGB Backlit KB, B&O (MSO, Black, 2.32 kg), wf0179TX  ",https://amazon.in//HP-i7-13700HX-16-1-inch-Backlit-wf0179TX/dp/B0CTMCZ5L4/ref=sr_1_171?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-171,"97,499"
"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ",https://amazon.in//Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_19?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TBlkZXf4JpKArY0V4NO25nXKPpn_gB9XH8Cvb5l_DwNNW0T9UM14Io8wsFfsTB8w6Cq-BK4n9kKA5i-J51CjhHynclPdkaozoAbe9oFVW1N4tAaXCNJsSGh_t56EB0eoRyoUwqqnFFYw-2IgVlGr24mEpcG5n8y7Kh6oFp3hq2hz1bePVK0yoX48bt4fhM8PpavGR7h10bJcqXISRvY9ziI.43pBEgrnOmyowPFxNEuqrJErC6EInpcAQ97JJTIqdHA&dib_tag=se&keywords=laptop&qid=1724854398&sprefix=laptop%2Caps%2C349&sr=8-19,"28,990"
"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, Thin & Light Laptop, 16"" (40.64 cm) FHD+,(16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg) X1605VA-MB946WS  ",https://amazon.in//ASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB946WS/dp/B0CHMYJ9BK/ref=sr_1_172?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-172,"94,990"
(Refurbished) HP 840g3 Elitebook Ultra Light 1.5 KG(6th Gen Intel Core i5 - 6300U /8 GB/1 TB SSD/Windows 10 Pro/Silver /14 Inch Screen)  ,https://amazon.in//Renewed-HP-840g3-Elitebook-Ultra/dp/B09F6GB6NV/ref=sr_1_173?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-173,"22,100"
"Primebook S 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage, Black)  ",https://amazon.in//Primebook-Android-Based-MediaTek-MT8788/dp/B0D1Y359QD/ref=sr_1_174?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-174,"15,990"
"ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY040W  ",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-NY040W/dp/B0D3LXXQFY/ref=sr_1_175?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-175,"50,990"
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG  ",https://amazon.in//Acer-i3-1215U-Windows-Graphics-AL15-52/dp/B0CY1Z82QW/ref=sr_1_176?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-176,"32,817"
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 64GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)  ",https://amazon.in//Refurbished-HP-Touchscreen-Bluetooth-Graphics/dp/B0CX1BF9TH/ref=sr_1_177?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-177,"21,895"
"Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-76G Gaming Laptop (15.6 Inch, Charcoal Black, 2.1 Kg)  ",https://amazon.in//Acer-Aspire-Intel-Core-12450H/dp/B0D45THCGJ/ref=sr_1_178?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.KRxtR8INctkVi3FSYKvfvoE3Kd8TzE0n_GaHmCL5NS4krUjvqEyPT9-Blyu1L6rWqCmEi-QolOHjAmss1iXd_jvy7SyWaSi2tGAMhSkep7QxEAdkEX5XX9zRcqziTuguJVcdQ6ApV_n2AgjNKBKGcQOvWvdrHyruU6n71UnrRTD4lhLXQ6xxPiGlx_JhoTEpdXgZDqK4NYhBZReRYMauPAnikctQtEU_eMzI5LECx3g.j3nh7DTQMoXS4w-T_pUMtv1HI8kiNyAuhruVg0XkMRw&dib_tag=se&keywords=laptop&qid=1724854473&sprefix=laptop%2Caps%2C349&sr=8-178,"55,490"
"(Refurbished) Fujitsu Laptop H770 Intel QuadCore i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (32GB RAM/128GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNDcyNjI1MTc5NTc5NTg1OjE3MjQ4NTQ0Nzk6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc0MzMyOjowOjo&url=%2FRefurbished-Fujitsu-QuadCore-E3-1505M-Processor4GB%2Fdp%2FB0DC46NHCS%2Fref%3Dsr_1_177_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724854478%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"28,990"
"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 4 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNDcyNjI1MTc5NTc5NTg1OjE3MjQ4NTQ0Nzk6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1MTMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXDFN6T%2Fref%3Dsr_1_178_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724854478%26sprefix%3Dlaptop%252Caps%252C349%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"57,790"
"Lenovo LOQ Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Month Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS008VIN  ",https://amazon.in//Lenovo-i5-12450HX-39-6cm-300Nits-83GS008VIN/dp/B0D1TL1WSB/ref=sr_1_179?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-179,"62,990"
"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS  ",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_20?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TBlkZXf4JpKArY0V4NO25nXKPpn_gB9XH8Cvb5l_DwNNW0T9UM14Io8wsFfsTB8w6Cq-BK4n9kKA5i-J51CjhHynclPdkaozoAbe9oFVW1N4tAaXCNJsSGh_t56EB0eoRyoUwqqnFFYw-2IgVlGr24mEpcG5n8y7Kh6oFp3hq2hz1bePVK0yoX48bt4fhM8PpavGR7h10bJcqXISRvY9ziI.43pBEgrnOmyowPFxNEuqrJErC6EInpcAQ97JJTIqdHA&dib_tag=se&keywords=laptop&qid=1724854398&sprefix=laptop%2Caps%2C349&sr=8-20,"26,990"
"MSI Thin 15, Intel 12th Gen. Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UC-1692IN  ",https://amazon.in//MSI-i5-12450H-Windows-GeForce-B12UC-1692IN/dp/B0CV9P2BB8/ref=sr_1_180?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-180,"56,990"
"(Refurbished) Dell Latitude E5450 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/256 GB SSD/14"" (35.6 cm) HD Display/Windows 10 Pro/MS Office/WiFi/BT/Webcam/Intel Graphics)  ",https://amazon.in//Refurbished-Dell-Latitude-Display-Graphics/dp/B0CY5GVCQ2/ref=sr_1_181?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-181,"18,000"
"(Refurbished) HP EliteBook 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD Display/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)  ",https://amazon.in//Refurbished-HP-EliteBook-Display-Graphics/dp/B0CY5L78B9/ref=sr_1_182?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-182,"20,984"
"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4CHCB5/ref=sr_1_183?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-183,"17,999"
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN  ",https://amazon.in//Lenovo-IdeaPad-Gaming-39-62cm-82SB00QSIN/dp/B0D8HXWJFK/ref=sr_1_184?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-184,"71,990"
"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xáµ‰ Graphics, FPR, FHD Camera, Metal Body,Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), hr0000TU  ",https://amazon.in//HP-i5-1335U-15-6-inch-Graphics-hr0000TU/dp/B0C3CMCLYT/ref=sr_1_185?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-185,"52,499"
"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU  ",https://amazon.in//HP-Pavilion-15-6-inch-graphics-eh1147AU/dp/B0CTHYJH41/ref=sr_1_186?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-186,"56,990"
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11 / Silver (Grey) / 1 Year Onsite Warranty  ,https://amazon.in//Lenovo-V15-3-7320u-Display-Warranty/dp/B09NNQ6DT1/ref=sr_1_187?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-187,"27,989"
"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, Thin and Light Laptop, 15.6"" (39.62 cms) FHD OLED, (16GB RAM /512GB SSD/Windows 11/Office 2021/Backlit KB/Fingerprint/Silver/1.7 kg), M1505YA-LK542WS  ",https://amazon.in//ASUS-Vivobook-Windows-Fingerprint-M1505YA-LK542WS/dp/B0C1GJPZXZ/ref=sr_1_188?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-188,"55,990"
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-41, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ",https://amazon.in//Acer-Premium-Windows-AL15-41-39-62cm/dp/B0C9J152JF/ref=sr_1_189?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.dvJz7MXo9POxuFMj1BhYVWkEFx_DfLj1ISoI3jRqBeYFHWABemBmqc6YDo70JF4eq3tqlVIfEPRYuVHMM2FJUE2MuhgVaJW9SmR5-ZyOESZRsIiT_iQJC3PQ5P6O87mt9KCzcDO4lQObJiifKw9vb-x82wgZeud4LgOx-j9xkDsBeJ1jWiogZK5CpxeMn6ueczmfhNZY2JdHZfgKPtq03y7a0aBG6D5K6songENSFFY.xW3_muqMyEIwuR-TFwM_RiNkB8uU21oytiuBdBy9wMw&dib_tag=se&keywords=laptop&qid=1724854478&sprefix=laptop%2Caps%2C349&sr=8-189,"33,990"
