title,link,price,rating,MRP,Reviews_count,discount_percentage,Delivery,delivery_date,image
"ASUS Vivobook 15, Intel Celeron N4020, 15.6"" (39.62 cms) HD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), X515MA-BR022WS  ",https://amazon.in//ASUS-SmartChoice-Integrated-Fingerprint-X515MA-BR024WS/dp/B0C1GM4C6V/ref=sr_1_6?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-6,"24,990",3.9 out of 5 stars,"38,990","1,678",36% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71ykbL+REgL._AC_UY218_.jpg
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_7?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-7,"32,490",4.1 out of 5 stars,"48,286","1,368",33% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71Zy+qaX82L._AC_UY218_.jpg
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_8?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-8,"21,719",3.5 out of 5 stars,"33,999",44,36% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61qlqvTsocL._AC_UY218_.jpg
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ",https://amazon.in//Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_9?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-9,"29,990",4.0 out of 5 stars,"52,990",954,43% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71czGb00k5L._AC_UY218_.jpg
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam  ",https://amazon.in//Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B0D9RXH8X5/ref=sr_1_10?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-10,"16,990",3.9 out of 5 stars,"34,990","3,073",51% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61xlOv4ZmiL._AC_UY218_.jpg
"Dell Vostro, Core i5-1235U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15.6""(38 cm)/15 Month McAfee/Black/1.66kg Laptop  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTg5MjM1NTIyMTEwOTMxOjE3MjY5MzIzNzc6c3BfbXRmOjMwMDEzMjgwNDI5NzczMjo6MDo6&url=%2FDell-i5-1235U-Processor-Antivirus-Spill-Resistant%2Fdp%2FB0CSG4G18G%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1726932377%26sprefix%3DLaptop%252Caps%252C349%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"47,990",3.6 out of 5 stars,"62,002",534,23% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/51yQPG4rftL._AC_UY218_.jpg
"MSI Thin 15, Intel Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B13UCX-1808IN  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTg5MjM1NTIyMTEwOTMxOjE3MjY5MzIzNzc6c3BfbXRmOjMwMDMyNTEzMTM3NzEzMjo6MDo6&url=%2FMSI-i5-13420H-Windows-GeForce-B13UCX-1808IN%2Fdp%2FB0CV9JXPB5%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1726932377%26sprefix%3DLaptop%252Caps%252C349%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"53,990",5.0 out of 5 stars,"73,990",1,27% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71VG3azYMjL._AC_UY218_.jpg
"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop(Win11Home/16GB RAM/512GB SSD/Intel UHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG  ",https://amazon.in//Acer-i5-12450H-Win11Home-Graphics-AL15-52H/dp/B0DDL495SX/ref=sr_1_13?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-13,"41,990",4.5 out of 5 stars,"66,999",2,37% off,FREE delivery,"Wed, 25 Sept",https://m.media-amazon.com/images/I/517m2WrmJxL._AC_UY218_.jpg
"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_14?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-14,"62,990",4.6 out of 5 stars,"92,900","4,863",32% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71jG+e7roXL._AC_UY218_.jpg
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_15?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-15,"20,990",3.5 out of 5 stars,"30,999",44,32% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61qlqvTsocL._AC_UY218_.jpg
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_16?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-16,"34,990",3.9 out of 5 stars,"56,999",602,39% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/513p8BwV-RL._AC_UY218_.jpg
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ",https://amazon.in//Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_17?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-17,"64,990",4.0 out of 5 stars,"85,390",511,24% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/81epBowa4UL._AC_UY218_.jpg
"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR49QPM9/ref=sr_1_18?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-18,"15,940",3.4 out of 5 stars,"59,999",175,73% off,FREE delivery,"Wed, 25 Sept",https://m.media-amazon.com/images/I/51W7yr0NrIL._AC_UY218_.jpg
"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_19?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-19,"34,990",3.9 out of 5 stars,"56,990",208,39% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71Or7JT0+6L._AC_UY218_.jpg
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG  ",https://amazon.in//Acer-i3-1215U-Windows-Graphics-AL15-52/dp/B0CY1Z82QW/ref=sr_1_20?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM&dib_tag=se&keywords=Laptop&qid=1726932377&sprefix=Laptop%2Caps%2C349&sr=8-20,"30,990",4.0 out of 5 stars,"55,990",954,45% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/51KL3aOZ0tL._AC_UY218_.jpg
"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, Thin & Light Laptop, 16"" (40.64 cm) FHD+,(16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg) X1605VA-MB946WS  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTg5MjM1NTIyMTEwOTMxOjE3MjY5MzIzNzc6c3BfYnRmOjMwMDM0MjMwNzMyODYzMjo6MDo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB946WS%2Fdp%2FB0CHMYJ9BK%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1726932377%26sprefix%3DLaptop%252Caps%252C349%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"84,990",4.0 out of 5 stars,"1,16,990",190,27% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71F9tcSfAOL._AC_UY218_.jpg
"ASUS Zenbook 14 (2023), AMD Ryzen 5 7530U, Thin & Light Laptop, 14"" (35.56 cm) 2.5K,(16GB RAM/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/FP Sensor/Jade Black/1.35 kg), UM3402YA-KP541WS  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTg5MjM1NTIyMTEwOTMxOjE3MjY5MzIzNzc6c3BfYnRmOjMwMDM0MjMwNzMzMDgzMjo6MDo6&url=%2FASUS-SmartChoice-Zenbook-Backlit-UM3402YA-KP541WS%2Fdp%2FB0BTWBX34Y%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aoh86K4cXDKnI6m34_CQYkFYzRc0PkaeTjdzUKwqnT6ZkB3VHMjZE90iwJ8kAD6cb4GSGhOyDNHDuShPpomYPXTtO0Ha_qUx_Ufu3nPhflFNzM3Ry3nYnI2Hrr02SY0JwbtST9AQSIctFCUHR6LKrgYH4-W2h2ZgucL6wfsfYCEOI7Tbq1YpWJj31nm-j0wUcXE.Rycpn3zeJcA7dluqQaHc3HGa939NAjoiRe5VGWX6txM%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1726932377%26sprefix%3DLaptop%252Caps%252C349%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"64,990",3.9 out of 5 stars,"1,06,990",124,39% off,FREE delivery,"Wed, 25 Sept",https://m.media-amazon.com/images/I/71D7fG0oCfL._AC_UY218_.jpg
